18219 19610
148 14627 -16.93
148 14844 18.08
148 16305 37.86
149 2397 19.41
149 4376 -15.88
149 4871 23.68
149 9908 -23.71
149 9985 -20.03
149 10804 47.50
149 11931 -24.99
149 12183 -26.52
149 13368 39.97
149 14855 -16.86
149 15359 32.52
149 17270 -13.12
149 17844 33.98
149 18674 45.91
150 2881 5.91
150 3965 1.27
150 4115 -16.20
150 4203 17.05
150 5270 -15.05
150 9609 2.92
150 11870 38.71
150 15601 -10.45
150 17637 37.12
150 17833 17.23
151 559 8.27
151 1377 -45.09
151 1828 43.42
151 4137 -34.45
151 4219 -26.15
151 4415 15.84
151 4668 -5.19
151 17863 -35.38
151 18660 -39.33
151 18901 -25.21
152 1334 -15.70
152 3971 -40.35
152 5423 -10.30
152 5699 -23.31
152 6652 -42.12
152 6831 34.95
152 7242 -15.36
152 12402 -33.91
152 16310 37.12
152 18010 41.22
153 108 -48.69
153 1057 26.26
153 1241 46.96
153 1807 -38.98
153 1953 -16.38
153 2117 -22.11
153 2959 31.29
153 5120 17.39
153 6357 30.57
153 8103 35.28
153 9444 40.31
153 11049 -4.82
153 12812 -2.70
153 12976 -20.34
153 17057 37.26
153 17349 39.96
153 18736 -47.52
154 2295 6.31
154 2527 -23.74
154 5190 -19.93
154 8173 -11.07
154 11306 -12.10
154 12433 6.86
154 14795 -0.18
154 15871 -5.38
155 1070 -18.03
155 1993 4.64
155 3941 18.36
155 5307 -22.50
155 5599 22.11
155 6970 -8.94
155 9993 -47.05
155 10260 -17.77
155 13631 -42.77
155 15631 39.13
155 17721 -13.74
155 18406 6.05
156 691 8.76
156 2065 46.20
156 2681 28.86
156 3617 -6.03
156 7143 32.42
156 7660 -32.52
156 7662 5.65
156 8521 13.05
156 8942 1.01
156 10669 41.72
156 11030 45.94
156 13778 29.96
156 14869 8.12
157 42 -9.25
157 597 -33.66
157 4608 49.99
157 6472 20.36
157 6721 -11.12
157 16514 -26.44
158 71 41.29
158 2562 -19.76
158 9842 -47.99
158 10559 39.03
158 11818 -2.96
158 15094 -21.07
158 16296 -23.97
159 71 28.48
159 4212 -38.33
159 5113 17.47
159 5625 25.49
159 5759 -2.06
159 7556 -39.38
159 9227 -36.83
159 17482 21.62
159 19422 -18.24
160 2530 48.33
160 4227 -43.12
160 8428 19.66
160 9994 26.36
160 12675 -33.04
160 15733 -30.37
160 17063 -5.71
160 17763 -26.93
160 18355 5.18
161 2306 -34.16
161 6474 -8.30
161 10272 32.37
161 10392 28.69
161 10915 -11.45
161 13028 14.61
161 13443 9.41
161 15317 -20.05
161 17983 -38.82
161 18910 -5.14
162 838 1.12
162 1245 29.20
162 1363 -39.42
162 2862 -0.78
162 5855 34.25
162 7973 -9.01
162 8560 -39.00
162 8809 -3.73
162 12114 47.37
162 12836 -25.97
162 14163 34.05
162 15553 0.92
163 425 -5.45
163 771 33.04
163 4405 -28.02
163 7556 -29.54
163 7668 -38.91
163 7745 -12.52
163 11667 27.05
163 13910 44.01
163 18476 -28.34
164 119 -25.74
164 11652 -13.30
164 13963 49.35
164 14219 16.16
164 14334 40.57
164 14889 13.82
165 1414 26.81
165 5289 23.02
165 5972 3.52
165 6142 30.48
165 7268 16.94
165 7909 7.50
165 9013 -1.36
165 9406 36.77
165 9953 30.47
165 10643 45.44
165 10737 -13.13
165 11178 4.14
165 11666 -47.29
165 12700 19.40
165 13793 -22.20
165 15298 17.61
165 17250 -0.90
166 2966 16.55
166 3786 15.86
166 7137 3.92
166 9319 32.86
166 15034 -32.78
166 15179 -32.23
166 15315 -16.25
167 3787 -5.01
167 4627 -16.76
167 4641 5.87
167 6318 27.83
167 9788 -36.03
167 12974 14.94
167 14339 1.89
167 15236 -11.55
167 17311 -47.12
167 19129 42.86
168 828 34.15
168 911 -12.89
168 8213 27.24
168 9981 40.96
168 12924 -28.92
168 15746 9.95
168 17909 20.15
169 328 42.84
169 406 41.35
169 712 2.36
169 1259 37.77
169 3408 17.74
169 4395 -10.00
169 4657 1.22
169 6176 -46.52
169 7168 -27.99
169 10846 46.29
169 13803 -11.71
169 14574 -6.63
169 16552 -44.27
169 19230 25.63
170 191 9.97
170 1473 -38.46
170 2014 -8.26
170 2384 38.18
170 3423 -2.03
170 4050 0.73
170 6230 26.07
170 6297 -40.69
170 7293 -32.47
170 10774 -40.03
170 10831 48.86
170 13539 49.25
170 15887 25.48
170 16265 32.45
170 16664 18.82
170 17916 7.77
171 215 11.45
171 2410 0.32
171 2616 -17.95
171 3067 24.05
171 9950 -47.15
171 11444 -32.29
171 11565 -41.02
171 15104 -42.99
171 15867 -25.12
172 4513 -13.65
172 5768 35.58
172 11887 49.79
172 15349 -13.49
172 16300 45.32
172 18725 36.96
173 3726 -22.76
173 4349 -37.85
173 4847 -26.98
173 8898 -1.28
173 9766 -46.70
173 9960 -22.83
173 10256 11.85
173 11164 -31.64
173 14132 12.84
173 15995 -23.04
173 17236 -18.50
173 17939 -28.82
173 18322 22.80
174 2246 -24.94
174 5144 41.74
174 5304 25.26
174 7539 36.01
174 7868 32.22
174 9350 -48.80
174 9431 20.51
174 10257 26.08
174 11140 -26.76
174 11813 -49.27
174 15469 42.78
174 16121 43.16
175 5590 -36.64
175 6710 -17.47
175 6754 37.95
175 8040 -39.58
175 13102 8.91
175 14140 4.96
175 16106 46.79
175 16690 -10.36
175 17026 -18.62
175 17962 30.26
175 18102 -35.72
176 380 32.29
176 1384 49.07
176 2260 38.45
176 2407 -5.72
176 2641 -18.42
176 2669 -20.90
176 3288 37.42
176 4437 -28.16
176 6580 21.90
176 6763 46.90
176 6969 40.76
176 9877 -15.29
176 10505 -9.04
176 13091 24.87
176 14664 -28.79
176 19145 -4.28
176 19321 -39.62
177 1629 -31.30
177 3130 2.94
177 5001 -36.45
177 8017 26.49
177 8132 -35.18
177 15884 -37.84
177 17213 -14.54
178 2348 -11.02
178 7166 -30.42
178 11678 -33.72
178 11902 32.69
178 12728 16.91
178 14458 -35.14
178 15130 40.72
178 16629 -9.07
178 17454 35.41
178 18361 -12.79
178 18503 -39.97
178 18748 12.12
179 1025 -31.99
179 2351 -36.08
179 8209 -35.00
179 10299 -47.13
179 12120 -39.85
179 12816 20.94
179 15060 48.78
179 15121 -49.46
179 16977 -16.80
179 18010 -31.58
179 19412 47.51
179 19496 9.53
180 2377 9.50
180 3996 47.47
180 5977 -2.97
180 8502 -46.58
180 8738 -13.86
181 5058 15.85
181 6554 46.37
181 6968 21.77
181 11834 20.53
181 15173 -8.53
181 17037 31.84
182 1641 45.34
182 9085 46.27
182 10149 -25.75
182 15176 6.92
182 17559 16.30
183 1129 15.35
183 4754 -34.86
183 7013 43.94
183 12124 -49.41
183 14278 9.03
183 16152 33.98
184 923 43.61
184 1114 -20.85
184 7627 -5.82
184 11692 -36.77
184 15701 22.52
185 2283 17.56
185 3451 -13.01
185 5969 6.08
185 7059 -12.35
185 8364 -10.22
185 8783 -19.49
185 8893 -14.01
185 10373 11.51
185 10935 46.70
185 11914 24.43
185 14238 -32.78
185 15122 -3.30
185 15280 42.27
185 15536 6.07
186 5686 26.48
186 6353 -47.15
186 7947 48.48
186 9868 -33.81
186 12386 16.80
187 2961 34.63
187 3096 20.66
187 3715 -32.56
187 4018 30.66
187 6010 36.99
187 7421 -32.37
187 7726 -16.60
187 8606 1.65
187 8716 38.03
187 9560 -9.91
187 10301 10.49
187 11265 -14.09
187 13503 11.36
187 18068 24.03
187 18258 4.84
188 765 4.34
188 4129 -27.19
188 5172 9.11
188 5398 -11.39
188 8488 -49.54
188 10365 -38.39
188 11840 34.46
188 13807 45.02
188 19054 1.06
189 2375 6.14
189 5284 -14.28
189 6665 46.83
189 6861 -11.28
189 10587 -17.35
189 11596 1.38
189 12509 5.27
190 2163 -36.01
190 2699 -31.08
190 2703 40.79
190 7347 28.22
190 7698 28.69
190 8063 40.11
190 8066 0.26
190 12039 -3.23
190 12820 -14.43
190 16660 -47.29
190 19205 -34.74
191 4491 35.57
191 5510 -1.06
191 6887 -20.78
191 9312 -3.97
191 10618 -44.14
191 10684 47.79
191 11731 -44.54
191 15260 -1.17
192 333 7.49
192 873 -47.12
192 3224 35.98
192 4130 -44.35
192 5046 -18.26
192 5332 -6.20
192 11816 39.24
192 13737 18.94
192 15838 -31.87
192 19527 -36.46
193 209 -8.12
193 2772 -39.79
193 6840 -27.32
193 9387 -18.89
193 9667 -39.99
193 10139 0.89
193 10409 6.56
193 12358 4.35
193 13562 -24.00
193 14513 -49.08
193 14559 -38.88
193 16698 30.45
193 16841 15.53
193 17363 44.97
193 17598 11.19
193 19556 18.60
194 2140 -26.79
194 3809 -33.04
194 5262 16.05
194 10167 27.63
194 10692 8.61
194 17129 0.92
194 19026 24.89
195 1679 -47.26
195 4803 7.13
195 6188 -49.37
195 7209 -28.00
195 7423 -27.50
195 7908 21.25
195 11543 -33.81
195 13067 -2.69
195 14353 -23.38
195 18982 -9.98
196 545 -16.05
196 5619 -8.55
196 6515 22.78
196 7662 -27.96
196 10100 -40.84
196 12345 16.65
196 13378 13.32
196 15579 18.92
196 15632 -35.91
196 16904 -43.79
196 17464 -29.17
196 19533 -5.88
197 413 41.57
197 2743 -41.90
197 3160 -3.76
197 3958 -42.68
197 4109 -34.88
197 10805 -17.95
197 11889 6.94
197 12568 36.58
197 14866 -25.29
197 16582 -4.61
197 18037 -39.22
198 413 30.19
198 1932 -49.22
198 7880 42.34
198 7922 11.92
198 9684 -48.69
198 11518 47.72
198 12390 -20.76
198 13564 29.61
198 15599 39.47
198 18803 -20.27
199 2585 9.58
199 3208 29.87
199 4274 44.11
199 5665 4.21
199 7846 35.98
199 10534 36.56
199 13451 -2.20
199 13761 -30.36
199 15430 -8.88
199 15513 -41.07
200 1539 3.38
200 1695 -28.20
200 2877 -23.14
200 6644 -29.77
200 8498 -11.03
200 10189 29.00
200 11587 34.53
200 12111 46.31
200 16634 -21.67
200 17416 -36.92
200 18691 28.59
201 1502 20.00
201 1725 36.72
201 3969 -47.19
201 7119 6.83
201 7424 -47.50
201 10612 -34.03
201 13660 -40.17
201 15709 32.77
201 16830 -26.58
201 17923 2.07
202 343 -3.29
202 1291 44.94
202 5530 -49.75
202 7958 -22.40
202 8567 -29.24
202 10665 26.98
202 13096 -10.39
202 17848 -36.52
202 18073 -41.40
203 2146 25.66
203 2918 -48.04
203 5761 -47.87
203 5873 23.80
203 9237 25.37
203 9905 -28.30
203 10840 25.96
203 12726 -38.09
203 15058 21.77
203 16171 -11.10
203 17726 -8.81
203 18580 39.92
204 10791 4.39
204 11616 14.96
204 17760 -19.69
204 18655 23.24
205 894 -2.71
205 1621 -29.67
205 2514 40.47
205 2647 -34.50
205 2766 -9.49
205 5023 18.67
205 7915 -48.89
205 8743 -5.78
205 8930 35.94
205 9631 -13.20
205 11592 -21.84
205 15987 -43.83
205 17200 4.60
205 18431 16.55
205 18955 -10.06
206 5917 35.91
206 7364 -12.00
207 701 2.71
207 975 -0.23
207 4952 14.57
207 8391 -28.50
207 8623 -8.70
207 13585 17.07
207 14058 -7.04
207 14247 -22.21
207 15204 -19.83
207 17150 -10.14
207 17429 3.98
208 2705 14.80
208 3877 -17.58
208 4995 43.61
208 6048 -44.78
208 9013 -10.69
208 10806 -5.69
209 8338 43.93
209 11116 -0.60
209 16904 16.87
209 17294 3.93
209 17467 -9.65
209 17752 43.27
210 1000 6.81
210 2741 32.70
210 5669 10.70
210 8778 38.01
210 9955 40.81
210 16669 4.36
210 16696 -35.94
210 19131 -20.82
210 19542 9.75
211 1082 -15.30
211 8348 -25.69
211 9103 43.54
211 10134 -0.60
211 10237 23.27
211 11750 44.00
211 11883 -9.28
211 13499 -12.13
211 13702 -20.58
211 13951 -1.19
211 14251 -26.22
211 14654 40.03
211 15760 -34.21
211 17120 -8.79
211 17481 -4.62
211 17538 -36.01
211 18471 -1.45
212 1119 46.65
212 2588 -24.06
212 4002 29.74
212 5553 31.88
212 10308 -22.14
212 11503 -19.17
212 14820 -27.18
212 15724 39.59
212 17166 -23.15
212 17575 -47.74
212 17735 17.17
212 17815 -12.81
213 193 47.54
213 514 4.79
213 1375 25.03
213 3421 -22.89
213 4656 -49.42
213 5984 -49.04
213 7215 -25.99
213 12193 -11.28
213 17173 -1.37
213 18234 10.30
214 2293 -18.79
214 2655 -21.56
214 8146 -32.54
214 11070 14.81
214 17828 -47.75
214 19080 -22.22
215 3652 11.09
215 6661 7.75
215 12328 -23.79
215 14221 -11.59
215 16248 44.88
215 17538 -30.55
215 17558 37.69
216 1117 36.38
216 5542 -39.34
216 7780 3.92
216 11448 2.07
216 12415 -17.21
216 13157 14.41
216 16197 9.83
216 18170 -18.18
216 18925 45.74
217 1507 -8.40
217 3101 -4.02
217 7147 -29.24
217 7605 22.69
217 12241 -9.05
217 15981 33.57
217 16487 38.30
217 18565 -34.42
217 18953 11.99
218 3719 23.89
218 5077 20.82
218 9054 -48.03
218 9528 -15.83
218 11752 -19.42
218 12099 -19.08
218 12312 -25.63
218 12445 -25.88
218 14740 40.12
218 15211 -31.10
218 15493 39.55
218 16283 -35.95
218 16746 18.95
218 19157 30.65
219 878 14.03
219 936 48.29
219 2554 -40.88
219 3189 -6.38
219 4562 45.93
219 6865 33.27
219 8086 -26.31
219 8629 43.10
219 12065 -29.46
219 12991 32.03
219 14984 9.81
219 16345 -11.20
219 16784 16.08
219 19275 2.94
219 19437 14.58
220 181 -48.07
220 1662 31.36
220 2308 -14.80
220 3882 -45.90
220 6632 24.00
220 7712 -0.48
220 11639 32.51
220 13020 -13.13
220 14237 35.16
220 16173 -27.03
220 19511 -24.19
221 486 17.38
221 1195 0.62
221 1396 -20.10
221 1944 27.91
221 2271 40.00
221 2965 -15.83
221 7778 19.76
221 8001 -2.19
221 13165 26.24
221 13864 24.15
221 18775 -43.07
221 19307 -15.36
222 760 -3.63
222 1849 27.48
222 2482 40.62
222 2855 -10.40
222 3493 34.68
222 4014 19.40
222 6490 39.55
222 7624 -32.53
222 11241 16.63
222 11581 46.33
222 11915 -24.74
222 12272 33.42
222 13442 -9.83
222 14043 -5.07
222 15817 12.48
223 8540 -8.42
223 9013 -12.39
223 10214 11.77
223 11618 -45.12
223 11741 10.42
223 12168 -8.12
223 12566 10.54
223 16738 -27.59
223 17635 -35.69
224 752 -18.32
224 1155 20.54
224 2304 -44.74
224 5769 44.61
224 10520 46.49
224 11754 29.11
224 12763 -6.41
224 13108 -2.94
224 16944 29.83
225 2086 3.18
225 4605 -24.89
225 5750 -23.40
225 7205 38.84
225 7308 8.04
225 10007 27.87
226 446 19.01
226 962 4.70
226 6180 -24.55
226 6878 3.55
226 8470 -0.21
226 10431 -25.91
226 10505 24.80
226 10949 22.26
226 11314 -46.58
226 14968 34.11
226 15028 47.55
226 16403 47.51
227 4137 36.02
227 4354 3.88
227 5198 33.12
227 8023 16.58
227 8615 15.70
227 10880 14.97
227 13727 -48.66
227 14126 30.56
227 16676 -15.00
227 17447 -28.20
227 17466 -37.19
227 17582 -30.15
228 1411 -38.88
228 1751 47.45
228 4970 -24.69
228 15890 25.83
229 2775 12.19
229 4303 35.31
229 8377 -47.17
229 10868 -33.95
229 11754 17.62
229 13709 -27.23
229 14755 -1.52
229 16360 -30.71
229 16588 -24.31
229 17762 -24.43
229 18069 -36.66
229 18107 49.93
229 19491 -22.02
230 521 28.17
230 3240 -48.07
230 4079 -3.74
230 8857 -33.58
230 9271 -17.75
230 9782 -2.97
230 10413 15.29
230 10999 13.62
230 11055 -1.33
230 12160 -36.33
230 13218 28.42
230 13867 -31.07
231 217 -39.27
231 3001 1.58
231 6020 -19.09
231 12262 -38.00
231 14575 -18.18
231 18423 -41.65
231 18638 43.18
232 4916 -31.14
232 5841 45.11
232 5994 -30.35
232 12440 38.07
232 14734 48.02
232 15368 21.80
232 17709 44.20
232 17875 -9.31
232 18521 -2.39
233 815 -43.10
233 3476 -34.08
233 4906 -19.62
233 7435 6.17
233 9288 -44.77
233 11209 15.94
233 12594 32.27
233 12614 -43.32
233 13971 -14.30
233 14842 2.01
233 15188 13.36
233 19535 19.07
234 4899 -48.64
234 8978 6.58
234 11575 -18.60
234 18130 -30.59
235 515 15.18
235 2159 -5.56
235 2970 21.13
235 3131 -48.48
235 4031 -37.88
235 8216 32.94
235 9355 -37.59
235 11187 -19.69
235 15880 7.79
235 16504 -7.37
235 18660 -17.32
236 187 1.02
236 589 -37.11
236 2394 41.45
236 3311 -4.43
236 3336 -17.05
236 4410 28.97
236 5948 17.97
236 10680 21.61
236 10996 18.74
236 11921 19.90
236 13113 -11.36
236 17396 3.88
236 18595 20.49
236 18929 30.89
237 3153 -3.49
237 3346 4.46
237 5267 18.23
237 5853 22.71
237 9396 -15.99
237 11342 -43.14
237 11736 43.60
237 12409 49.90
237 17591 46.82
238 1641 40.71
238 2697 -20.02
238 6246 6.88
238 9884 -0.17
238 11874 46.29
238 15678 32.95
238 17978 -6.95
238 18300 14.44
238 18369 7.84
239 2510 19.20
239 3860 -37.69
239 4441 49.39
239 6857 3.43
239 10140 -12.73
239 14821 38.27
239 16474 26.71
240 430 14.00
240 697 34.27
240 2291 -40.07
240 2720 -0.15
240 4030 -40.95
240 5147 21.39
240 7485 9.01
240 9014 35.61
240 9019 -11.50
240 12935 38.16
240 13994 -12.32
240 15091 39.84
240 15688 -12.75
240 17783 -36.16
240 18786 -11.82
241 2151 4.00
241 3442 -7.99
241 5593 1.67
241 6645 -25.70
241 6968 -47.49
241 8540 -4.35
241 10510 8.11
241 11724 -33.31
241 11977 15.83
241 13077 -49.16
241 16029 9.75
241 16091 -25.48
242 1819 32.41
242 3089 16.64
242 4991 -5.05
242 5347 39.93
242 5826 -2.61
242 6016 -48.01
242 6948 -4.22
242 14032 -24.32
242 18236 21.65
243 2576 28.44
243 2618 -47.06
243 3010 -40.61
243 4817 -40.26
243 6065 19.97
243 6229 -6.75
243 6335 24.86
243 8575 -27.13
243 8688 6.44
243 8802 15.76
243 11534 16.42
243 11767 -29.06
243 11840 -24.02
243 12452 41.84
243 15801 -43.09
243 18234 -43.90
243 18870 44.79
244 2396 9.58
244 7743 21.53
244 8855 -7.02
244 8940 -9.01
244 10400 14.13
244 12675 -13.75
244 14844 -30.75
244 16612 -37.38
244 16682 45.84
244 18535 47.41
244 18872 -27.64
244 19492 -43.26
245 1107 -33.88
245 2129 -31.63
245 3994 7.65
245 4133 -33.76
245 6409 -48.76
245 6604 29.12
245 10506 -2.83
245 12956 -15.42
245 14671 -39.27
245 16154 -10.72
245 16476 13.01
246 197 -11.92
246 2653 -9.55
246 2712 -35.27
246 6490 -44.78
246 9501 -49.32
246 10753 42.60
246 16247 -35.20
246 16650 -46.03
246 16994 -23.74
246 17605 21.98
246 17623 -21.75
246 19230 16.50
246 19416 14.50
247 260 -9.95
247 820 33.63
247 5212 -18.10
247 6443 -36.42
247 10890 38.51
247 14509 13.10
247 16881 44.35
247 18205 -6.34
247 18883 -0.16
248 812 6.56
248 1070 41.82
248 2940 5.58
248 3742 -43.39
248 3916 45.69
248 4789 -33.86
248 6926 39.30
248 6973 5.35
248 16712 10.64
249 1510 -46.87
249 4536 10.05
249 4746 43.12
249 4836 -48.11
249 6389 -0.48
249 12546 10.79
249 12556 48.24
249 14985 22.82
249 15788 -25.37
249 16597 -14.11
250 1257 48.08
250 3740 2.69
250 5125 19.76
250 5821 9.34
250 14823 21.24
250 16807 27.22
250 17734 42.24
251 2250 43.62
251 2311 -33.26
251 3335 6.86
251 4677 -16.91
251 6970 14.10
251 8226 0.68
251 8475 15.37
251 10352 -7.95
251 11297 38.48
251 14989 -5.59
251 15116 -47.28
251 18728 -18.76
252 105 16.72
252 958 -25.43
252 3246 16.22
252 3752 -5.47
252 3979 34.42
252 4156 48.38
252 9375 28.38
252 14289 -12.20
252 14878 -10.82
252 15562 -26.19
252 15898 37.56
252 17502 -39.14
252 17854 25.97
253 1186 -17.42
253 3463 -8.08
253 10217 -42.65
253 14111 -7.84
253 15022 -43.34
253 16609 20.63
253 17187 20.17
254 2842 -13.59
254 3561 -28.20
254 3669 -16.01
254 5763 31.74
254 7774 45.53
254 12826 14.09
254 17665 -44.10
254 18056 -29.88
254 18228 45.46
255 641 4.09
255 3727 -48.13
255 5912 21.14
255 6548 30.78
255 10497 35.78
255 12562 18.39
255 13404 7.74
255 16051 12.96
255 16839 5.28
255 18593 20.59
256 5721 32.28
256 6478 31.06
256 6730 1.16
256 7957 14.90
256 11513 14.51
256 12635 41.45
256 17042 -24.67
256 18768 -18.87
256 19582 25.54
257 1727 -26.59
257 2464 30.00
257 6566 -40.59
257 6720 -21.97
257 13209 -19.04
257 15003 -4.67
257 18786 5.63
258 5 10.38
258 508 34.03
258 1115 13.58
258 2690 -27.30
258 5281 -36.47
258 5712 26.05
258 7602 -7.09
258 8255 -1.75
258 11045 -25.62
258 14801 46.50
259 925 14.98
259 984 -13.40
259 4382 3.39
259 6237 -48.77
259 7173 47.30
259 7261 46.77
259 9205 -32.64
259 9263 -12.38
259 9489 12.78
259 12278 11.44
259 17336 37.11
259 17727 31.87
259 19214 41.70
260 2901 47.89
260 5735 42.08
260 6536 -23.71
260 7638 16.86
260 8387 5.22
260 9609 3.19
260 10646 -10.89
260 11037 -1.68
260 12781 -17.37
260 13652 30.10
260 16449 25.49
260 17030 38.78
261 1947 -16.84
261 5549 -48.25
261 5960 45.88
261 12180 43.72
262 129 42.09
262 174 -37.02
262 480 33.76
262 833 46.44
262 3308 14.04
262 3467 -44.32
262 5351 40.90
262 8430 -15.32
262 10203 20.44
262 19535 -43.40
263 77 -9.30
263 522 -0.14
263 2339 -37.05
263 3656 -35.16
263 3741 49.05
263 4133 26.70
263 4562 -39.93
263 6835 -18.73
263 11138 -28.19
263 13399 0.16
263 17464 -12.36
264 4977 11.12
264 7130 48.21
264 10009 -2.20
264 12271 24.97
264 14541 -44.50
264 15021 -12.02
264 16904 -4.68
264 16970 36.69
264 17122 -39.78
264 19264 -5.13
265 768 6.94
265 1532 -45.11
265 2847 -42.21
265 3581 -7.36
265 6102 39.87
265 8277 -9.13
265 11518 -23.51
265 12135 -4.14
265 13097 -21.65
266 416 1.53
266 619 40.17
266 6390 15.55
266 6643 9.25
266 6867 10.00
266 7037 6.78
266 8726 4.95
266 9767 -18.54
266 11446 28.14
266 12221 22.13
266 12362 -6.65
266 14677 -42.99
266 16538 -30.86
266 18584 -11.78
267 2210 41.20
267 3656 -37.66
267 3687 33.88
267 5214 -23.47
267 6283 -32.12
267 7947 -2.18
267 8834 -20.96
267 11717 -24.61
267 13755 -13.87
267 15969 -25.96
267 16115 22.90
267 16767 0.28
268 6023 -19.57
268 8657 -42.99
268 10197 1.04
268 12501 -19.61
268 17160 39.73
268 17992 -26.96
268 18217 42.95
268 19039 35.42
269 410 -37.77
269 1923 34.75
269 2190 38.04
269 3383 -16.20
269 9735 30.56
269 10501 39.09
269 10555 10.97
269 10828 24.36
269 12797 -14.64
269 16627 -16.78
269 17089 49.51
269 17579 2.01
270 1174 -46.19
270 3614 31.01
270 5988 -39.79
270 9086 35.98
270 10167 3.87
270 11840 -4.64
270 17204 12.71
270 19590 18.01
271 1476 29.16
271 5947 -32.65
271 9623 38.19
271 11032 7.93
271 11974 -33.47
271 12168 -21.10
271 12484 13.93
271 13440 -30.93
271 15381 36.32
271 17749 28.70
272 701 -38.18
272 2726 5.39
272 3107 6.37
272 4471 18.96
272 9022 31.76
272 9337 -5.76
272 11874 12.95
272 12357 30.85
272 15395 24.70
272 15835 -17.19
272 16941 41.82
272 18068 25.81
273 85 -13.97
273 2947 6.12
273 5427 37.25
273 8192 -4.60
273 10203 49.14
273 14366 -8.98
273 16096 32.77
273 18154 0.09
274 1697 32.72
274 8520 -7.73
274 9773 7.14
274 10263 -14.74
274 10316 -25.10
274 13601 -25.54
274 18765 -27.02
275 5224 -17.84
275 8378 -47.97
275 17041 21.19
275 17668 -4.43
275 17910 -33.12
275 18367 -12.94
275 18786 39.92
275 19427 -30.84
276 1291 -7.53
276 2109 23.75
276 2816 -42.29
276 8389 49.98
276 8974 -27.70
276 10688 0.25
276 10731 -47.29
276 10789 -47.35
276 12893 7.99
276 14278 -1.20
276 17595 11.34
276 17777 14.78
277 472 6.93
277 5962 44.56
277 6686 -31.72
277 7681 27.12
277 8156 -9.95
277 10712 -14.32
277 11509 -39.76
277 11908 -41.64
277 19063 0.86
278 567 20.91
278 736 3.52
278 5789 -24.34
278 8004 27.36
278 14049 -9.56
278 15222 -43.53
278 16213 -7.94
278 16853 -23.22
278 17208 19.72
278 18031 -30.46
279 326 -49.62
279 1353 -27.62
279 1914 -10.12
279 7188 41.09
279 7360 -33.03
279 8299 17.60
279 8542 3.65
279 8701 1.23
279 10040 -0.54
279 11098 49.30
279 13445 -5.04
279 14277 15.59
279 14369 -11.46
279 14846 -34.79
279 17240 -31.50
279 17555 36.14
280 1659 2.33
280 11646 -4.33
280 17328 8.69
280 18471 -22.66
280 19114 -6.57
281 1351 -6.41
281 3611 -17.08
281 3658 -35.86
281 5152 -26.80
281 6604 34.19
281 7166 35.22
281 8655 -5.65
281 14030 -19.83
281 15045 40.09
281 17152 -15.87
281 19468 -24.99
282 1033 15.72
282 1151 -8.06
282 2404 -44.17
282 3414 -7.61
282 9156 -33.29
282 9403 26.51
282 15056 7.73
282 15537 -33.72
282 17372 -18.58
282 19362 -23.49
283 2392 -3.43
283 3004 -20.54
283 3081 46.77
283 4746 -43.43
283 6394 -6.20
283 9072 -26.80
283 11040 33.11
283 14296 -11.84
283 15613 43.41
283 17808 -21.11
283 19099 -2.82
284 10 32.24
284 2255 49.51
284 3647 46.08
284 5595 35.84
284 5766 -5.61
284 5800 -1.87
284 10123 4.89
284 11801 27.68
285 579 -6.36
285 6965 -14.13
285 9620 -34.19
285 10026 -9.93
285 10474 -3.19
285 12762 39.51
285 17008 25.67
286 4313 -0.93
286 5433 -5.85
286 7031 -26.84
286 9961 -46.60
286 10189 6.73
286 10891 40.89
286 11510 24.11
286 18214 24.29
286 18993 -23.74
287 507 30.80
287 2586 14.18
287 4650 9.06
287 5303 -7.53
287 5524 30.72
287 6641 37.09
287 7603 28.64
287 7922 5.80
287 8478 5.37
287 12784 -30.30
287 14275 48.29
287 14285 43.88
287 16989 33.25
287 17808 38.60
288 3835 46.78
288 13678 13.80
288 15218 47.32
288 17268 -14.74
288 18174 17.65
289 1092 17.69
289 1249 -25.30
289 2299 -17.55
289 2718 40.15
289 3068 -6.67
289 5733 28.45
289 6944 -20.24
289 10659 33.69
289 10771 5.32
289 11716 -41.84
289 12801 11.43
289 15926 33.48
290 3230 6.08
290 4566 -14.13
290 5586 -15.14
290 13734 -38.99
290 16268 33.85
290 18050 -8.17
290 18388 -0.62
291 7763 15.75
291 12779 -40.55
291 12910 -18.89
291 13297 -6.44
291 14606 -4.20
291 15754 -17.06
292 4219 -21.55
292 5503 14.28
292 6463 47.26
292 8906 -40.48
292 9816 -28.66
292 10110 -40.47
292 10593 36.98
292 11177 18.50
292 13007 23.16
292 13411 -28.06
292 15270 -33.12
292 16621 -18.55
292 18266 -15.38
293 1074 -45.45
293 7820 44.70
293 10699 -32.62
293 14304 12.39
293 17001 -26.66
293 19220 1.40
294 2923 29.82
